StockCode,Description,TotalQuantity,AvgQuantity,OrderCount,TotalRevenue,AvgPrice,UniqueOrders,UniqueCustomers,RevenuePerOrder,ItemsPerOrder,CustomerPenetration
22778,GLASS BELL JAR SMALL,4,4.0,1,15.8,15.8,1,1,15.8,4.0,0.00023046784973496196
22778,GLASS CLOCHE SMALL,755,6.74,112,2727.95,24.36,107,79,25.494859813084112,7.05607476635514,0.018206960129061995
22779,WOODEN OWLS LIGHT GARLAND ,1535,10.1,152,5781.35,38.04,147,88,39.328911564625855,10.4421768707483,0.020281170776676655
22780,LIGHT GARLAND BUTTERFILES PINK,1340,10.15,132,5018.84,38.02,130,82,38.60646153846154,10.307692307692308,0.01889836367826688
22781,GUMBALL MAGAZINE RACK,533,3.31,161,3916.79,24.33,160,118,24.4799375,3.33125,0.027195206268725514
22782,SET 3 WICKER STORAGE BASKETS ,241,3.26,74,3399.95,45.95,74,65,45.94527027027027,3.2567567567567566,0.014980410232772528
22783,SET 3 WICKER OVAL BASKETS W LIDS,462,14.44,32,5922.12,185.07,32,29,185.06625,14.4375,0.006683567642313897
22784,LANTERN CREAM GAZEBO ,1214,4.51,269,5721.42,21.27,259,192,22.09042471042471,4.687258687258687,0.0442498271491127
22785,SQUARECUSHION COVER PINK UNION FLAG,62,2.48,25,415.3,16.61,25,23,16.612000000000002,2.48,0.005300760543904126
22785,SQUARECUSHION COVER PINK UNION JACK,150,5.17,29,382.14,13.18,29,27,13.177241379310344,5.172413793103448,0.006222631942843973
22786,CUSHION COVER PINK UNION JACK,108,2.92,37,576.64,15.58,37,31,15.584864864864864,2.918918918918919,0.007144503341783821
22788,BROCANTE COAT RACK,205,4.46,46,1734.05,37.7,46,33,37.69673913043478,4.456521739130435,0.0076054390412537455
22789,T-LIGHT HOLDER SWEETHEART HANGING,838,6.4,131,1605.84,12.26,126,101,12.744761904761905,6.650793650793651,0.02327725282323116
22791,T-LIGHT GLASS FLUTED ANTIQUE,7336,27.58,266,8378.89,31.5,260,184,32.226499999999994,28.215384615384615,0.042406084351233005
22792,FLUTED ANTIQUE CANDLE HOLDER,2313,17.79,130,1888.31,14.53,128,100,14.752421875,18.0703125,0.023046784973496198
22794,SWEETHEART WIRE MAGAZINE RACK,300,1.91,157,2373.0,15.11,157,114,15.114649681528663,1.910828025477707,0.026273334869785666
22795,SWEETHEART RECIPE BOOK STAND,1099,3.78,291,7084.65,24.35,287,170,24.68519163763066,3.8292682926829267,0.039179534454943536
22796,PHOTO FRAME 3 CLASSIC HANGING,554,2.58,215,5377.45,25.01,212,146,25.365330188679245,2.6132075471698113,0.03364830606130445
22797,CHEST OF DRAWERS GINGHAM HEART ,146,1.85,79,2459.04,31.13,79,63,31.127088607594935,1.8481012658227849,0.014519474533302604
22798,ANTIQUE GLASS DRESSING TABLE POT,1643,8.69,189,4687.01,24.8,188,126,24.93090425531915,8.73936170212766,0.02903894906660521
22799,SWEETHEART WIRE FRUIT BOWL,198,2.48,80,1497.8,18.72,79,70,18.959493670886076,2.5063291139240507,0.01613274948144734
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,765,5.5,139,2817.13,20.27,138,109,20.413985507246377,5.543478260869565,0.025120995621110854
22801,ANTIQUE GLASS PEDESTAL BOWL,890,5.39,165,3223.35,19.54,159,123,20.27264150943396,5.59748427672956,0.028347545517400322
22802,FAUX FUR CHOCOLATE THROW,66,1.89,35,1055.7,30.16,34,30,31.05,1.9411764705882353,0.006914035492048859
22803,IVORY EMBROIDERED QUILT ,46,1.84,25,1715.9,68.64,25,18,68.63600000000001,1.84,0.004148421295229315
22804,CANDLEHOLDER PINK HANGING HEART,2046,5.76,355,5771.78,16.26,343,222,16.82734693877551,5.965014577259475,0.05116386264116156
22804,PINK HANGING HEART T-LIGHT HOLDER,823,12.47,66,1476.13,22.37,66,50,22.365606060606062,12.469696969696969,0.011523392486748099
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1574,12.59,125,1924.18,15.39,122,77,15.771967213114754,12.901639344262295,0.017746024429592073
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,243,8.68,28,595.65,21.27,28,28,21.273214285714285,8.678571428571429,0.006453099792578935
22807,SET OF 6 T-LIGHTS TOADSTOOLS,676,6.09,111,1796.64,16.19,107,74,16.791028037383178,6.317757009345795,0.017054620880387186
22808,SET OF 6 T-LIGHTS EASTER CHICKS,320,5.93,54,899.8,16.66,54,51,16.66296296296296,5.925925925925926,0.01175386033648306
22809,SET OF 6 T-LIGHTS SANTA,1198,6.69,179,3517.66,19.65,173,141,20.33329479768786,6.92485549132948,0.03249596681262964
22810,SET OF 6 T-LIGHTS SNOWMEN,908,6.44,141,2792.08,19.8,137,106,20.38014598540146,6.627737226277373,0.02442959207190597
22811,SET OF 6 T-LIGHTS CACTI ,775,13.84,56,1987.93,35.5,55,37,36.14418181818182,14.090909090909092,0.008527310440193593
22812,PACK 3 BOXES CHRISTMAS PANETTONE,39,3.25,12,95.67,7.97,12,9,7.9725,3.25,0.0020742106476146576
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1532,13.32,115,2869.1,24.95,110,92,26.082727272727272,13.927272727272728,0.021203042175616502
22813,PACK 3 BOXES BIRD PANETTONE ,177,12.64,14,340.33,24.31,14,11,24.309285714285714,12.642857142857142,0.002535146347084582
22813,PACK 3 BOXES BIRD PANNETONE ,2088,14.91,140,3863.0,27.59,140,110,27.59285714285714,14.914285714285715,0.02535146347084582
22814,CARD PARTY GAMES ,1581,16.47,96,633.78,6.6,95,75,6.671368421052631,16.642105263157895,0.017285088730122147
22815,CARD PSYCHEDELIC APPLES,1810,15.88,114,747.24,6.55,113,79,6.612743362831859,16.01769911504425,0.018206960129061995
22816,CARD MOTORBIKE SANTA,3438,19.1,180,1420.2,7.89,176,158,8.069318181818183,19.53409090909091,0.03641392025812399
22817,CARD SUKI BIRTHDAY,1858,14.75,126,763.08,6.06,126,79,6.056190476190476,14.746031746031745,0.018206960129061995
22818,CARD CHRISTMAS VILLAGE,3162,19.28,164,1319.4,8.05,162,151,8.144444444444446,19.51851851851852,0.034800645309979256
22819,"BIRTHDAY CARD, RETRO SPOT",1848,14.67,126,758.88,6.02,126,94,6.022857142857143,14.666666666666666,0.021663977875086424
22820,GIFT BAG BIRTHDAY,761,16.54,46,494.83,10.76,45,42,10.996222222222222,16.91111111111111,0.009679649688868404
22821,GIFT BAG PSYCHEDELIC APPLES,834,12.45,67,542.46,8.1,66,52,8.219090909090909,12.636363636363637,0.011984328186218023
22822,CREAM WALL PLANTER HEART SHAPED,417,2.88,145,2402.66,16.57,144,121,16.685138888888886,2.8958333333333335,0.0278866098179304
22823,CHEST NATURAL WOOD 20 DRAWERS,24,1.85,13,2745.0,211.15,13,13,211.15384615384616,1.8461538461538463,0.0029960820465545056
22824,3 TIER SWEETHEART GARDEN SHELF,55,1.28,43,1938.25,45.08,43,42,45.075581395348834,1.2790697674418605,0.009679649688868404
22825,DECORATIVE PLANT POT WITH FRIEZE,70,2.8,25,544.5,21.78,25,23,21.78,2.8,0.005300760543904126
22826,LOVE SEAT ANTIQUE WHITE METAL,58,1.41,41,6210.0,151.46,41,33,151.46341463414635,1.4146341463414633,0.0076054390412537455
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,35,1.35,26,5415.0,208.27,26,21,208.26923076923077,1.3461538461538463,0.004839824844434202
22828,REGENCY MIRROR WITH SHUTTERS,10,1.43,7,1530.0,218.57,7,7,218.57142857142858,1.4285714285714286,0.0016132749481447338
22829,SWEETHEART WIRE WALL TIDY,215,2.17,99,2066.75,20.88,97,80,21.306701030927837,2.216494845360825,0.01843742797879696
22830,UTILTY CABINET WITH HOOKS,131,21.83,6,2610.29,435.05,6,5,435.04833333333335,21.833333333333332,0.00115233924867481
22831,WHITE BROCANTE SOAP DISH,684,6.45,106,1960.2,18.49,104,91,18.848076923076924,6.576923076923077,0.020972574325881538
22832,BROCANTE SHELF WITH HOOKS,155,2.25,69,1645.45,23.85,69,64,23.847101449275364,2.246376811594203,0.014749942383037565
22833,HALL CABINET WITH 3 DRAWERS,75,18.75,4,2503.53,625.88,4,4,625.8825,18.75,0.0009218713989398478
22834,HAND WARMER BABUSHKA DESIGN,4633,15.49,299,6149.33,20.57,288,199,21.35184027777778,16.086805555555557,0.045863102097257434
22835,HOT WATER BOTTLE I AM SO POORLY,2972,5.74,518,13847.28,26.73,505,316,27.420356435643566,5.885148514851485,0.07282784051624798
22837,HOT WATER BOTTLE BABUSHKA ,984,7.29,135,4442.0,32.9,133,107,33.3984962406015,7.398496240601504,0.024660059921640932
22837,HOT WATER BOTTLE BABUSHKA LARGE,8,8.0,1,37.2,37.2,1,1,37.2,8.0,0.00023046784973496196
22838,3 TIER CAKE TIN RED AND CREAM,652,4.79,136,8737.78,64.25,136,115,64.24838235294118,4.794117647058823,0.026503802719520627
22839,3 TIER CAKE TIN GREEN AND CREAM,364,2.62,139,4954.56,35.64,136,107,36.430588235294124,2.676470588235294,0.024660059921640932
22840,ROUND CAKE TIN VINTAGE RED,891,3.52,253,6600.73,26.09,250,193,26.402919999999998,3.564,0.04448029499884766
22841,ROUND CAKE TIN VINTAGE GREEN,517,2.57,201,3895.48,19.38,200,157,19.4774,2.585,0.03618345240838903
22842,BISCUIT TIN VINTAGE RED,572,3.92,146,3609.8,24.72,146,120,24.724657534246578,3.9178082191780823,0.027656141968195436
22843,BISCUIT TIN VINTAGE GREEN,434,3.77,115,2691.88,23.41,114,92,23.61298245614035,3.807017543859649,0.021203042175616502
22844,VINTAGE CREAM DOG FOOD CONTAINER,826,2.79,296,6779.35,22.9,292,176,23.216952054794522,2.828767123287671,0.04056234155335331
22845,VINTAGE CREAM CAT FOOD CONTAINER,704,2.97,237,4208.09,17.76,235,155,17.906765957446808,2.9957446808510637,0.03572251670891911
22846,BREAD BIN DINER STYLE RED ,626,2.51,249,9597.31,38.54,249,158,38.54341365461847,2.5140562248995986,0.03641392025812399
22847,BREAD BIN DINER STYLE IVORY,847,2.48,341,13131.89,38.51,341,214,38.509941348973605,2.4838709677419355,0.049320119843281864
22847,"BREAD BIN, DINER STYLE, IVORY",4,4.0,1,59.8,59.8,1,1,59.8,4.0,0.00023046784973496196
22848,BREAD BIN DINER STYLE PINK,302,2.7,112,4598.35,41.06,111,68,41.42657657657658,2.720720720720721,0.015671813781977413
22849,BREAD BIN DINER STYLE MINT,304,2.53,120,4646.56,38.72,118,79,39.37762711864407,2.5762711864406778,0.018206960129061995
22849,"BREAD BIN, DINER STYLE, MINT",4,4.0,1,59.8,59.8,1,1,59.8,4.0,0.00023046784973496196
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2609,8.78,297,2148.23,7.23,286,198,7.511293706293706,9.122377622377622,0.04563263424752247
22852,DOG BOWL VINTAGE CREAM,354,3.28,108,1507.92,13.96,108,83,13.962222222222223,3.2777777777777777,0.019128831528001843
22853,CAT BOWL VINTAGE CREAM,431,4.27,101,1396.95,13.83,101,76,13.831188118811882,4.267326732673268,0.01751555657985711
22854,CREAM SWEETHEART EGG HOLDER,750,5.03,149,3547.3,23.81,147,123,24.131292517006806,5.1020408163265305,0.028347545517400322
22855,FINE WICKER HEART ,2508,13.93,180,2984.52,16.58,179,152,16.673296089385474,14.011173184357542,0.03503111315971422
22856,ASSORTED EASTER DECORATIONS  BELLS,564,25.64,22,650.28,29.56,22,21,29.55818181818182,25.636363636363637,0.004839824844434202
22857,ASSORTED EASTER GIFT TAGS,1156,18.95,61,945.16,15.49,58,56,16.295862068965516,19.93103448275862,0.01290619958515787
22858,EASTER TIN KEEPSAKE,1081,9.57,113,1718.85,15.21,110,103,15.62590909090909,9.827272727272728,0.023738188522701084
22859,EASTER TIN BUNNY BOUQUET,1150,8.85,130,1832.7,14.1,127,111,14.430708661417324,9.05511811023622,0.02558193132058078
22860,EASTER TIN CHICKS PINK DAISY,567,6.52,87,935.55,10.75,85,82,11.006470588235294,6.670588235294118,0.01889836367826688
22861,EASTER TIN CHICKS IN GARDEN,292,7.68,38,481.8,12.68,38,36,12.678947368421053,7.684210526315789,0.00829684259045863
22862,LOVE HEART NAPKIN BOX ,143,3.11,46,607.75,13.21,45,42,13.505555555555556,3.1777777777777776,0.009679649688868404
22863,SOAP DISH BROCANTE,693,7.29,95,1948.35,20.51,93,77,20.95,7.451612903225806,0.017746024429592073
22865,HAND WARMER OWL DESIGN,8115,13.66,594,16237.63,27.34,572,375,28.387465034965032,14.187062937062937,0.08642544365061074
22866,HAND WARMER SCOTTY DOG DESIGN,6118,12.19,502,12248.76,24.4,471,329,26.005859872611467,12.989384288747345,0.07582392256280249
22867,HAND WARMER BIRD DESIGN,6001,12.3,488,12081.43,24.76,474,333,25.48824894514768,12.660337552742616,0.07674579396174233
22868,NUMBER TILE COTTAGE GARDEN 0 ,54,4.91,11,105.3,9.57,10,10,10.53,5.4,0.00230467849734962
22869,NUMBER TILE COTTAGE GARDEN 1,69,3.63,19,134.55,7.08,19,18,7.081578947368421,3.6315789473684212,0.004148421295229315
22870,NUMBER TILE COTTAGE GARDEN 2,67,3.94,17,130.65,7.69,15,14,8.71,4.466666666666667,0.0032265498962894676
22871,NUMBER TILE COTTAGE GARDEN 3 ,52,5.2,10,101.4,10.14,10,10,10.14,5.2,0.00230467849734962
22872,NUMBER TILE COTTAGE GARDEN 4,55,4.23,13,107.25,8.25,13,13,8.25,4.230769230769231,0.0029960820465545056
22873,NUMBER TILE COTTAGE GARDEN 5,47,3.62,13,91.65,7.05,13,12,7.050000000000001,3.6153846153846154,0.0027656141968195437
22874,NUMBER TILE COTTAGE GARDEN 6,54,4.5,12,105.3,8.78,11,10,9.572727272727272,4.909090909090909,0.00230467849734962
22875,NUMBER TILE COTTAGE GARDEN 7,51,3.64,14,99.45,7.1,14,14,7.103571428571429,3.642857142857143,0.0032265498962894676
22876,NUMBER TILE COTTAGE GARDEN 8,52,4.73,11,101.4,9.22,11,11,9.218181818181819,4.7272727272727275,0.002535146347084582
22877,NUMBER TILE COTTAGE GARDEN 9,56,4.31,13,109.2,8.4,13,12,8.4,4.3076923076923075,0.0027656141968195437
22878,NUMBER TILE COTTAGE GARDEN No,52,4.73,11,109.2,9.93,11,10,9.927272727272728,4.7272727272727275,0.00230467849734962
22879,NUMBER TILE VINTAGE FONT 0,62,7.75,8,69.34,8.67,8,6,8.6675,7.75,0.0013828070984097719
22880,NUMBER TILE VINTAGE FONT 1,72,6.0,12,88.84,7.4,11,8,8.076363636363636,6.545454545454546,0.0018437427978796957
22881,NUMBER TILE VINTAGE FONT 2,79,6.08,13,102.49,7.88,13,9,7.883846153846154,6.076923076923077,0.0020742106476146576
22882,NUMBER TILE VINTAGE FONT 3,83,4.15,20,110.29,5.51,20,13,5.5145,4.15,0.0029960820465545056
22883,NUMBER TILE VINTAGE FONT 4,78,7.09,11,100.54,9.14,11,9,9.14,7.090909090909091,0.0020742106476146576
22884,NUMBER TILE VINTAGE FONT 5,75,4.69,16,94.69,5.92,16,12,5.918125,4.6875,0.0027656141968195437
22885,NUMBER TILE VINTAGE FONT 6 ,79,6.58,12,102.49,8.54,12,10,8.540833333333333,6.583333333333333,0.00230467849734962
22886,NUMBER TILE VINTAGE FONT 7,74,5.69,13,92.74,7.13,13,8,7.133846153846154,5.6923076923076925,0.0018437427978796957
22887,NUMBER TILE VINTAGE FONT 8,66,6.0,11,77.14,7.01,11,8,7.012727272727273,6.0,0.0018437427978796957
22888,NUMBER TILE VINTAGE FONT 9 ,63,7.88,8,71.29,8.91,8,7,8.91125,7.875,0.0016132749481447338
22889,NUMBER TILE VINTAGE FONT No ,147,16.33,9,164.58,18.29,7,6,23.511428571428574,21.0,0.0013828070984097719
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,366,2.46,149,3505.12,23.52,143,94,24.51132867132867,2.5594405594405596,0.021663977875086424
22891,TEA FOR ONE POLKADOT,345,3.19,108,1519.01,14.06,104,69,14.605865384615385,3.3173076923076925,0.015902281631712378
22892,SET OF SALT AND PEPPER TOADSTOOLS,2461,12.49,197,3007.85,15.27,196,117,15.346173469387754,12.556122448979592,0.02696473841899055
22893,MINI CAKE STAND T-LIGHT HOLDER,1464,22.18,66,591.84,8.97,65,45,9.10523076923077,22.523076923076925,0.010371053238073288
22894,TABLECLOTH RED APPLES DESIGN ,291,2.65,110,2821.95,25.65,109,82,25.889449541284403,2.669724770642202,0.01889836367826688
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1980,8.08,245,5855.24,23.9,238,163,24.601848739495797,8.319327731092438,0.0375662595067988
22896,PEG BAG APPLE DESIGN,100,100.0,1,210.0,210.0,1,1,210.0,100.0,0.00023046784973496196
22896,PEG BAG APPLES DESIGN,1398,6.21,225,3356.77,14.92,220,144,15.258045454545455,6.3545454545454545,0.03318737036183452
22897,OVEN MITT APPLES DESIGN,1298,7.46,174,1850.66,10.64,172,135,10.759651162790698,7.546511627906977,0.031113159714219865
22898,CHILDRENS APRON APPLES DESIGN,2201,7.75,284,4120.85,14.51,277,201,14.876714801444045,7.945848375451264,0.046324037796727356
22899,CHILDREN'S APRON DOLLY GIRL ,1983,7.54,263,3986.88,15.16,260,190,15.334153846153846,7.626923076923077,0.04378889144964278
22900, SET 2 TEA TOWELS I LOVE LONDON ,2627,13.0,202,7208.95,35.69,192,131,37.54661458333333,13.682291666666666,0.030191288315280018
22900,SET 2 TEA TOWELS I LOVE LONDON ,1953,10.5,186,5859.25,31.5,176,111,33.29119318181818,11.096590909090908,0.02558193132058078
22902,TOTE BAG I LOVE LONDON,1212,12.62,96,2306.58,24.03,94,71,24.53808510638298,12.893617021276595,0.0163632173311823
22903,CALENDAR FAMILY FAVOURITES,153,4.78,32,427.43,13.36,32,21,13.3571875,4.78125,0.004839824844434202
22904,CALENDAR PAPER CUT DESIGN,1768,7.34,241,5072.64,21.05,234,162,21.67794871794872,7.555555555555555,0.03733579165706384
22905,CALENDAR IN SEASON DESIGN,478,6.93,69,1225.49,17.76,67,50,18.29089552238806,7.134328358208955,0.011523392486748099
22906,12 MESSAGE CARDS WITH ENVELOPES,1628,8.14,200,2590.2,12.95,187,150,13.85133689839572,8.705882352941176,0.034570177460244295
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6102,10.8,565,4966.32,8.79,533,357,9.317673545966228,11.448405253283303,0.08227702235538142
22908,PACK OF 20 NAPKINS RED APPLES,4234,13.07,324,3330.64,10.28,313,212,10.641022364217251,13.527156549520766,0.04885918414381194
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8122,15.89,511,6530.26,12.78,489,368,13.354314928425358,16.609406952965234,0.08481216870246601
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9433,13.23,713,25669.27,36.0,697,470,36.82822094691535,13.533715925394548,0.10831988937543213
22911,PAPER CHAIN KIT LONDON,438,5.34,82,1246.94,15.21,81,68,15.394320987654321,5.407407407407407,0.015671813781977413
22912,YELLOW COAT RACK PARIS FASHION,270,2.97,91,1222.74,13.44,90,74,13.586,3.0,0.017054620880387186
22913,RED COAT RACK PARIS FASHION,327,3.44,95,1479.69,15.58,95,78,15.575684210526317,3.442105263157895,0.017976492279327034
22914,BLUE COAT RACK PARIS FASHION,428,3.15,136,1979.64,14.56,134,106,14.773432835820897,3.1940298507462686,0.02442959207190597
22915,ASSORTED BOTTLE TOP  MAGNETS ,2928,21.85,134,1104.36,8.24,133,110,8.30345864661654,22.015037593984964,0.02535146347084582
22916,HERB MARKER THYME,1819,9.38,194,1170.35,6.03,186,130,6.292204301075269,9.779569892473118,0.029960820465545056
22917,HERB MARKER ROSEMARY,1858,9.38,198,1195.7,6.04,190,132,6.293157894736843,9.778947368421052,0.030421756165014982
22918,HERB MARKER PARSLEY,1776,9.11,195,1122.4,5.76,187,130,6.002139037433156,9.497326203208557,0.029960820465545056
22919,HERB MARKER MINT,1669,8.43,198,1072.85,5.42,191,132,5.617015706806282,8.738219895287958,0.030421756165014982
22920,HERB MARKER BASIL,3329,17.16,194,2000.35,10.31,188,133,10.640159574468084,17.70744680851064,0.030652224014749943
22921,HERB MARKER CHIVES ,1648,9.58,172,1059.2,6.16,166,116,6.380722891566266,9.927710843373495,0.026734270569255588
22922,FRIDGE MAGNETS US DINER ASSORTED,1482,16.84,88,1226.4,13.94,88,73,13.936363636363637,16.84090909090909,0.016824153030652225
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1281,16.86,76,1042.05,13.71,75,64,13.894,17.08,0.014749942383037565
22924,FRIDGE MAGNETS LA VIE EN ROSE,1188,15.63,76,978.6,12.88,74,63,13.224324324324325,16.054054054054053,0.014519474533302604
22925,BLUE GIANT GARDEN THERMOMETER,427,2.6,164,2517.67,15.35,162,125,15.541172839506173,2.6358024691358026,0.028808481216870248
22926,IVORY GIANT GARDEN THERMOMETER,569,3.06,186,3313.55,17.81,182,140,18.20631868131868,3.1263736263736264,0.03226549896289468
22927,GREEN GIANT GARDEN THERMOMETER,395,3.06,129,2278.25,17.66,129,94,17.660852713178294,3.062015503875969,0.021663977875086424
22928,YELLOW GIANT GARDEN THERMOMETER,251,2.85,88,1535.57,17.45,88,62,17.44965909090909,2.852272727272727,0.014289006683567642
22929,SCHOOL DESK AND CHAIR ,19,1.46,13,1199.75,92.29,13,13,92.28846153846153,1.4615384615384615,0.0029960820465545056
22930,BAKING MOULD HEART MILK CHOCOLATE,1041,7.08,147,2515.67,17.11,145,120,17.34944827586207,7.179310344827586,0.027656141968195436
22931,BAKING MOULD HEART WHITE CHOCOLATE,794,7.03,113,1878.61,16.62,110,95,17.078272727272726,7.218181818181818,0.02189444572482139
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,6.0,1,15.3,15.3,1,1,15.3,6.0,0.00023046784973496196
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,866,13.75,63,1935.6,30.72,63,50,30.72380952380952,13.746031746031745,0.011523392486748099
22933,BAKING MOULD EASTER EGG MILK CHOC,876,9.52,92,2272.2,24.7,91,82,24.969230769230766,9.626373626373626,0.01889836367826688
22934,BAKING MOULD EASTER EGG WHITE CHOC,560,8.12,69,1527.2,22.13,69,65,22.133333333333333,8.115942028985508,0.014980410232772528
22935,BAKING MOULD ROSE MILK CHOCOLATE,673,12.94,52,1964.25,37.77,52,46,37.77403846153846,12.942307692307692,0.010601521087808251
22936,BAKING MOULD ROSE WHITE CHOCOLATE,258,7.37,35,766.88,21.91,33,30,23.23878787878788,7.818181818181818,0.006914035492048859
22937,BAKING MOULD CHOCOLATE CUP CAKES,12,6.0,2,30.6,15.3,2,2,15.3,6.0,0.0004609356994699239
22937,BAKING MOULD CHOCOLATE CUPCAKES,917,6.64,138,2363.99,17.13,133,119,17.774360902255637,6.894736842105263,0.027425674118460475
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,12.0,1,30.6,30.6,1,1,30.6,12.0,0.00023046784973496196
22938,CUPCAKE LACE PAPER SET 6,2321,13.49,172,4355.33,25.32,170,160,25.619588235294117,13.652941176470588,0.03687485595759392
22939,ADULT APRON APPLE DELIGHT,180,4.39,41,896.88,21.88,40,32,22.422,4.5,0.007374971191518783
22939,APRON APPLE DELIGHT,268,4.25,63,1291.6,20.5,62,52,20.83225806451613,4.32258064516129,0.011984328186218023
22940,FELTCRAFT CHRISTMAS FAIRY,1896,6.02,315,7722.68,24.52,302,240,25.5717880794702,6.2781456953642385,0.05531228393639087
22941,CHRISTMAS LIGHTS 10 REINDEER,1572,6.16,255,12150.0,47.65,253,205,48.023715415019765,6.213438735177865,0.04724590919566721
22942,CHRISTMAS LIGHTS 10 SANTAS ,581,4.4,132,4108.75,31.13,131,111,31.364503816793892,4.435114503816794,0.02558193132058078
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1280,7.95,161,5968.98,37.07,159,128,37.54075471698113,8.050314465408805,0.02949988476607513
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,45.07,60,1125.94,18.77,57,50,19.753333333333334,47.43859649122807,0.011523392486748099
22945,CHRISTMAS METAL TAGS ASSORTED ,2863,20.45,140,2401.03,17.15,136,118,17.654632352941178,21.051470588235293,0.027195206268725514
22946,WOODEN ADVENT CALENDAR CREAM,370,4.07,91,5340.0,58.68,89,64,60.0,4.157303370786517,0.014749942383037565
22947,WOODEN ADVENT CALENDAR RED,536,5.15,104,5047.6,48.53,104,81,48.534615384615385,5.153846153846154,0.01866789582853192
22948,METAL DECORATION NAUGHTY CHILDREN ,1456,13.74,106,1286.56,12.14,98,69,13.128163265306123,14.857142857142858,0.015902281631712378
22949,36 DOILIES DOLLY GIRL,905,12.07,75,1312.25,17.5,74,71,17.73310810810811,12.22972972972973,0.0163632173311823
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,3.5,12,60.9,5.08,12,12,5.075,3.5,0.0027656141968195437
22950,36 DOILIES VINTAGE CHRISTMAS,5153,32.01,161,7006.25,43.52,160,151,43.7890625,32.20625,0.034800645309979256
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,27,4.5,6,39.15,6.52,6,6,6.5249999999999995,4.5,0.0013828070984097719
22951,60 CAKE CASES DOLLY GIRL DESIGN,7247,19.64,369,3755.41,10.18,354,237,10.608502824858757,20.471751412429377,0.05462088038718599
22952,60 CAKE CASES VINTAGE CHRISTMAS,14735,29.77,495,7417.85,14.99,466,342,15.9181330472103,31.620171673819744,0.078820004609357
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,24.0,1,13.2,13.2,1,1,13.2,24.0,0.00023046784973496196
22953,BIRTHDAY BANNER TAPE,24,24.0,1,30.0,30.0,1,1,30.0,24.0,0.00023046784973496196
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,436,5.32,82,548.63,6.69,81,60,6.77320987654321,5.382716049382716,0.013828070984097718
22954,HEN PARTY CORDON BARRIER TAPE,165,5.69,29,206.25,7.11,28,20,7.366071428571429,5.892857142857143,0.00460935699469924
22955,36 FOIL STAR CAKE CASES ,1149,10.26,112,1929.14,17.22,107,91,18.029345794392523,10.738317757009346,0.020972574325881538
22956,36 FOIL HEART CAKE CASES,2003,11.25,178,3823.56,21.48,170,144,22.491529411764706,11.782352941176471,0.03318737036183452
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1749,8.7,201,4881.15,24.28,196,179,24.903826530612243,8.923469387755102,0.04125374510255819
22959,WRAP CHRISTMAS VILLAGE,4876,34.83,140,2003.92,14.31,140,133,14.313714285714287,34.82857142857143,0.030652224014749943
22960,JAM MAKING SET WITH JARS,8162,9.19,888,32662.97,36.78,879,573,37.1592377701934,9.285551763367463,0.1320580778981332
22961,JAM MAKING SET PRINTED,15055,17.21,875,21170.75,24.2,868,537,24.390264976958527,17.34447004608295,0.12376123530767458
22962,JAM JAR WITH PINK LID,3681,14.9,247,2952.57,11.95,246,180,12.002317073170733,14.963414634146341,0.041484212952293154
22963,JAM JAR WITH BLUE LID,24,24.0,1,17.28,17.28,1,1,17.28,24.0,0.00023046784973496196
22963,JAM JAR WITH GREEN LID,3047,14.51,210,2434.73,11.59,209,165,11.649425837320575,14.578947368421053,0.038027195206268724
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2514,8.32,302,5034.64,16.67,296,216,17.00891891891892,8.493243243243244,0.049781055542751786
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,40.5,4,304.2,76.05,4,4,76.05,40.5,0.0009218713989398478
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1156,5.64,205,2422.22,11.82,202,168,11.99118811881188,5.7227722772277225,0.038718598755473614
22966,GINGERBREAD MAN COOKIE CUTTER,7204,12.59,572,8625.13,15.08,554,388,15.568826714801443,13.00361010830325,0.08942152569716524
